nombre_farmacia,latitud,longitud
FARMACIA PRIMERO DE MAYO,2.03E-07,-1.02E-06
FARMACIA CHUYITA,2.03E-07,-1.02E-06
FARMACIAS GI,2.00E-07,-1.02E-06
FARMACIAS PV AEROPUERTO,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC VALLARTA JAL,2.00E-07,-1.02E-06
F A GUADALAJARA CAMARENA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 29,2.00E-07,-1.02E-06
AURA MLM,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA PERFUMERIA Y REGALOS,2.00E-07,-1.02E-06
FARMACIA DIMESA CHURUBUSCO CS N1 SEGURO POPULAR,2.00E-07,-1.02E-06
FARMACIA SOFIA,2.00E-07,-1.02E-06
FARMACIA LUMAR,2.00E-07,-1.02E-06
FARMACIA RAMIREZ,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 13,2.00E-07,-1.02E-06
FARMACIA UNION,2.00E-07,-1.02E-06
F UN QROO VILLAS SOL 00740 TM,2.03E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 17,2.03E-07,-1.02E-06
703940 FARMACIAS SIMILARES PLAYA 25,2.03E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 1,2.03E-07,-1.02E-06
FARMACIAS SIMILARES,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
DR AHORRO GUADALAJARA 6,2.00E-07,-1.02E-06
FARMACIAS FERVI,2.00E-07,-1.02E-06
FARMACIA HOMEOPATICA DEL CENTRO,2.00E-07,-1.02E-06
FARMACIA SAN NICOLAS,2.00E-07,-1.02E-06
FARMACIAS DEL AHORRO,2.00E-07,-1.02E-06
BOTICA NUEVA AMANECER,2.00E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDBD GUADALAJARA BELISARIO DOMINGUEZ,2.03E-07,-1.02E-06
CONSULTORIO MEDICO FARMACIAS DEL AHORRO,2.03E-07,-1.02E-06
FARMACIA DERMATOLOGIA,2.03E-07,-1.02E-06
FARMACIA HOMEOPATICA Y NATURISTA,2.03E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 82,2.03E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDRS RAFAEL SANZIO,2.03E-07,-1.02E-06
FARMACIA HA,2.03E-07,-1.02E-06
FARMACIA ELI,2.00E-07,-1.02E-06
FARMACIA PAREDES,2.00E-07,-1.02E-06
FARMACIA LINDA VISTA,2.00E-07,-1.02E-06
F UN P CARMN DEL SOL 00326 TM,2.00E-07,-1.02E-06
BOTICA NUEVA,2.00E-07,-1.02E-06
CITY DREM,2.00E-07,-1.02E-06
FARMACIA GUADALAJARA,2.03E-07,-1.02E-06
FARMACIA HOMEOPATICA AMPARITO,2.03E-07,-1.02E-06
FARMACIA Y SALUD GENERICOS Y NATURALES,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1G01 YZA PLAYA VILLAS DEL SOL II,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1G02 YZA PLAYA CANARIOS,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
ESTILO DE VIDA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 7,2.00E-07,-1.02E-06
FARMACIA SIMILARES YO AMO GENERICO,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA YZA,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC LA ESTANCIA JAL,2.00E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDPS GUADALAJARA PRISCILIANO SANCHEZ,2.00E-07,-1.02E-06
FARMACIA DEL REFUGIO,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC PARROQUIA JAL,2.00E-07,-1.02E-06
FARMACIAS EL FNIX DEL PACIFICO,1.80E-07,-1.02E-06
FARMACIA ROJAS,2.00E-07,-1.02E-06
FARMACIAS MEDISIM,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
ECOFARMACIA,2.00E-07,-1.02E-06
SUPER MEDIC,2.00E-07,-1.02E-06
FARMACIA CONCHITA,2.00E-07,-1.02E-06
FARMACIA FAMILIARES ESTEBAN #2,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
FARMACIA ACOSTA,2.00E-07,-1.02E-06
FARMACIA GUADALUPE,1.80E-07,-1.02E-06
FARMACIAS BENAVIDES SUC CHAPULTEPEC JAL,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.00E-07,-1.02E-06
GOOD FIT,2.00E-07,-1.02E-06
FARMACIA GALENICA,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 21,2.00E-07,-1.02E-06
FARMACIA KRYSTAL,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 76,2.00E-07,-1.02E-06
FERTIFARMA ZAPOPAN,2.00E-07,-1.02E-06
FARMACIAS TAPATIAS,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1536 GENERIX LA PAZ,2.00E-07,-1.02E-06
FARMACIA YZA,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,2.00E-07,-1.02E-06
FARMACIA LOLITA,2.00E-07,-1.02E-06
FARMACIAS BENAVIDES SUC AMERICAS 3 JAL,2.00E-07,-1.02E-06
FARMACIA DE GENERICOS,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 108,2.00E-07,-1.02E-06
FARMACIAS GB,2.00E-07,-1.02E-06
ALTA ESPECIALIDAD Y SERVICIOS PHAMACY,2.00E-07,-1.02E-06
INTERCONTINENTAL DE MEDICAMENTOS OFICINA MATRIZ,2.00E-07,-1.02E-06
FARMACIAS MEDISIM,2.00E-07,-1.02E-06
FARMACIAS MEDISIM,2.00E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 16,2.00E-07,-1.02E-06
702135 FARMACIAS SIMILARES PLAYA 16,2.00E-07,-1.02E-06
FARMACIA DEL AHORRO,1.99E-07,-1.02E-06
FARMACIA GAL�NICA,2.00E-07,-1.02E-06
FARMACIA VALLARTA,1.99E-07,-1.02E-06
FARMACIA DE ROSY,1.99E-07,-1.02E-06
FARMACIA BETHESDA,1.97E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.97E-07,-1.02E-06
FARMACIA BENAVIDES SUC AV. LA PAZ JAL,1.97E-07,-1.02E-06
FARMACIA BENAVIDES,2.00E-07,-1.02E-06
FARMACIAS YZA SUC 1E31 YZA PLAYA VILLAS DEL SOL,2.00E-07,-1.02E-06
FARMACIAS FAMILIARES,1.97E-07,-1.02E-06
FARMACIAS YZA SUC 1B89 PESCADORES,1.97E-07,-1.02E-06
FARMACIAS YZA SUC 1G89 PESCADORES II,1.97E-07,-1.02E-06
FARMACIAS FAMILIARES,1.96E-07,-1.02E-06
FARMACIAS YZA,1.97E-07,-1.02E-06
FARMACIA Y PERFUMERIA,1.97E-07,-1.02E-06
FARMACIAS BENAVIDES SUC METROPOLITANO JAL,2.15E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.15E-07,-1.02E-06
SECRETARIA DE SALUD JALISCO FARMACIA SEGURO POPULAR,2.15E-07,-1.02E-06
FARMACIA,2.15E-07,-1.02E-06
DR AHORRO GUADALAJARA 4,2.15E-07,-1.02E-06
702712 FARMACIAS SIMILARES PLAYA 20,2.15E-07,-1.02E-06
FARMACIAS YZA SUC 1E17 YZA PLAYA PALMAS II,2.15E-07,-1.02E-06
FARMACIAS YZA SUC 0195 FLOR DE ACANTO,2.15E-07,-1.02E-06
FARMACIA GUADALAJARA,2.15E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.15E-07,-1.02E-06
FARMACIA BELEN,2.15E-07,-1.02E-06
FARMACIA SIMILARES GALEANO,2.15E-07,-1.02E-06
FARMACIA CRISTAL,2.15E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 85,2.15E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 26,2.15E-07,-1.02E-06
FARMACIA MARICHELO,2.15E-07,-1.02E-06
FARMACIAS DEL AHORRO QTR CNGA CANCUN GAVILANES,2.15E-07,-1.02E-06
FARMACIA SUPER MEDIC,2.15E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDLP LA PAZ,2.15E-07,-1.02E-06
FARMACIAS SIMILARES FC1578,2.01E-07,-1.02E-06
FARMACIA GI FARMA,1.80E-07,-1.02E-06
FARMACIAS FAMILIARES,2.01E-07,-1.02E-06
DEGE FARMACIAS Y NUCLEOS DE ESPECIALIDADES LABORATORIO,2.15E-07,-1.02E-06
FARMACIA,1.80E-07,-1.02E-06
FARMACIAS BENAVIDES SUC CAMINO REAL JAL,1.80E-07,-1.02E-06
FARMACIA MEDIC AIR,1.80E-07,-1.02E-06
FARMACIA GIO,1.80E-07,-1.02E-06
FARMACIA YZA,1.80E-07,-1.02E-06
FARMACIAS BENAVIDES SUC JARDINES DE SAN IGNACIO JAL,1.80E-07,-1.02E-06
CONSULTORIO MEDICO Y MI FARMACIA SIMILARES,2.15E-07,-1.02E-06
703050 FARMACIAS SIMILARES PLAYA 21,1.80E-07,-1.02E-06
701689 FARMACIAS SIMILARES PLAYA 13,2.15E-07,-1.02E-06
FARMACIAS DE SIMILARES PUERTO VALLARTA 22,1.80E-07,-1.02E-06
FARMACIA JUAN PABLO II,1.95E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 77,1.95E-07,-1.02E-06
FARMACIA LUPITA,1.80E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDLC LAZARO CARDENAS 2,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.06E-07,-1.02E-06
FARMACIAS YZA SUC 1E32 YZA PLAYA VILLAS DEL SOL III,1.95E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL PVLM LA MARINA,1.95E-07,-1.02E-06
703626 FARMACIAS SIMILARES PLAYA 23,1.95E-07,-1.02E-06
FARMACIA PROVIDENCIA,1.95E-07,-1.02E-06
FARMACIA LA PAZ,2.06E-07,-1.02E-06
FARMAVIDA,2.06E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 60,2.06E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.06E-07,-1.02E-06
FARMACIAS YZA SUC 1516 GENERIX CHAPULTEPEC,1.95E-07,-1.02E-06
FARMACIA DE GENERICOS SIN NOMBRE,1.80E-07,-1.02E-06
FARMACIAS SIMILARES,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIA MONCE,1.80E-07,-1.02E-06
FARMACIA MEDICARED,1.80E-07,-1.02E-06
MED FARMA,1.98E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.06E-07,-1.02E-06
FARMACIA MEXICO,1.91E-07,-1.02E-06
FARMACIA VIDRIO,1.91E-07,-1.02E-06
FARMACIAS YZA SUC 0097 AZULEJOS,1.80E-07,-1.02E-06
FARMACIA CHECK,1.80E-07,-1.02E-06
FARMACIA PHARMA,1.80E-07,-1.02E-06
FARMACIA RIVERA,1.80E-07,-1.02E-06
FARMACIA LA PAZ,1.80E-07,-1.02E-06
FARMACIAS YZA SUC 1526 GENERIX GLORIETA CHAPALITA,2.06E-07,-1.02E-06
FARMACIA GENERIX,1.98E-07,-1.02E-06
MI ALIMENTO,1.91E-07,-1.02E-06
DR AHORRO GUADALAJARA 7,1.91E-07,-1.02E-06
SANA PIEL,1.91E-07,-1.02E-06
FARMACIA DE LA OS,2.06E-07,-1.02E-06
FARMACIAS OLMED,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 100,1.80E-07,-1.02E-06
FARMACIA SIN NOMBRE,1.80E-07,-1.02E-06
FARMACIA ROKA,1.80E-07,-1.02E-06
FARMACIAS IZA,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 91,1.80E-07,-1.02E-06
CERULE,1.80E-07,-1.02E-06
FARMACIAS BENAVIDES SUC JARDINES DEL BOSQUE - NH 2770A JAL,1.80E-07,-1.02E-06
FARMACIAS ESPECIALIZADAS GUADLAJARA IV,1.80E-07,-1.02E-06
FARMACIA EL BARATO,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
VANGUARDIA EN INMUNONUTRICION CLINICA Y TERAPIA ANTIENVEJECIMIENTO,1.80E-07,-1.02E-06
FARMACIAS BENAVIDES SUC JARDINES DEL BOSQUE - NH 2993 JAL,1.80E-07,-1.02E-06
INOVATION SIN NOMBRE,1.80E-07,-1.02E-06
DISTRIBUIDORA AE EXPRESS,1.80E-07,-1.02E-06
PHARMACY RP,1.80E-07,-1.02E-06
FARMACIA 8@ GENERICOS,1.80E-07,-1.02E-06
FARMACIA GENESIS,1.80E-07,-1.02E-06
FARMACIA AMARANTO,1.80E-07,-1.02E-06
GENERICOS JEFRA,1.80E-07,-1.02E-06
FARMACIA DE MEDICINA SIMILARES,1.80E-07,-1.02E-06
FARMACIAS YZA SUC 1G78 PLAYA CIRUELOS,1.80E-07,-1.02E-06
FARMACIA DE GENERICOS SIN NOMBRE,1.80E-07,-1.02E-06
FARMACIA DEL MERCADO,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 28,1.80E-07,-1.02E-06
FARMACIA ROSSY,1.80E-07,-1.02E-06
FARMACIA EL PASTILLERO,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 101,1.99E-07,-1.02E-06
FARMACIA CHIQUITA,1.80E-07,-1.02E-06
FARMACIA ADC,1.80E-07,-1.02E-06
MACYRA INTERNACIONAL,1.99E-07,-1.02E-06
FARMACIA LUNAR,1.99E-07,-1.02E-06
FARMACIAS PV ZONA ROMANTICA,1.99E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.99E-07,-1.02E-06
FARMACIA GENERIX,1.99E-07,-1.02E-06
FARMACIAS GENERIX,1.99E-07,-1.02E-06
FARMACIA DEL MEDICO,1.99E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDFA FELIPE ANGELES,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 65,1.80E-07,-1.02E-06
FARMACIAS SIMILARES,1.80E-07,-1.02E-06
FARMACIA HERNANDEZ,1.99E-07,-1.02E-06
FARMACIA EL FARO,1.99E-07,-1.02E-06
FARMACIA LA FAMILIA,1.99E-07,-1.02E-06
FARMACIAS PV MARINA VALLARTA,1.99E-07,-1.02E-06
ARVORE FARMACIA,1.99E-07,-1.02E-06
FARMACIAS YZA,1.99E-07,-1.02E-06
FARMACIA MILPILLAS,1.99E-07,-1.02E-06
FARMACIA DR. LEAL,1.99E-07,-1.02E-06
FARMACIA HOMEOPATICA,1.80E-07,-1.02E-06
FARMAPRONTO I�IGUEZ,1.80E-07,-1.02E-06
FARMACIA Y REGALOS JES EL,1.99E-07,-1.02E-06
FARMACIAS YZA SUC 1E09 YZA PLAYA VILLAMAR,1.90E-07,-1.02E-06
FARMACIAS HA,1.90E-07,-1.02E-06
FARMACIAS SIMILARES KLAUS,1.90E-07,-1.02E-06
FARMACIA GUADALAJARA,1.90E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.90E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.90E-07,-1.02E-06
FARMACIAS FAMILIARES,1.99E-07,-1.02E-06
FARMACIA GENERAL SALUD,1.90E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDWS WASHINGTON,1.90E-07,-1.02E-06
BOTICA NUEVA AMANECER,1.90E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.90E-07,-1.02E-06
FARMACIAS ODL,1.80E-07,-1.02E-06
FARMACIAS YZA SUC 1G68 LAS PERLAS,1.90E-07,-1.02E-06
FARMACIAS PV PLAZA MARINA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIA DE LA ABUELA,1.99E-07,-1.02E-06
FARMACIAS DEL AHORRO QTR CNAR CANCUN ARCO VIAL,1.80E-07,-1.02E-06
FARMACIA MEDISIM,1.80E-07,-1.02E-06
FARMACIA LA PAZ,1.80E-07,-1.02E-06
FARMACIAS DEL AHORRO,1.80E-07,-1.02E-06
CLUB DE NUTRICION SIN NOMBRE,1.80E-07,-1.02E-06
FARMACIA MARIA DEL CARMEN,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.99E-07,-1.02E-06
FARMACIA ALEX,2.02E-07,-1.02E-06
FARMACIA PERFUMERIA REGALOS Y ABARROTES,2.02E-07,-1.02E-06
FARMACIAS SIMILARES,2.02E-07,-1.02E-06
FARMACIAS YZA SUC 1E08 YZA PLAYA NUEVA CREACION,2.02E-07,-1.02E-06
FARMACIAS DE SIMILARES PUERTO VALLARTA 21,1.80E-07,-1.02E-06
CLUB NUTRICIONAL RAICES,1.80E-07,-1.02E-06
VENTA DE PRODUCTOS PARA EL CUIDADO DE LA PIEL DERMABLISS,2.02E-07,-1.02E-06
YZA FARMACIAS,2.02E-07,-1.02E-06
FARMACIA GIOMEDIC,2.02E-07,-1.02E-06
FARMACIAS YZA SUC 1519 GENERIX TEPEYAC 2,1.80E-07,-1.02E-06
FARMACIA PATRICIA,1.80E-07,-1.02E-06
FARMACIA DE SIMILARES,1.80E-07,-1.02E-06
FARMACIA PROVIDENCIA,1.80E-07,-1.02E-06
TITANIC,2.02E-07,-1.02E-06
FARMACIAS MEDISIM,1.80E-07,-1.02E-06
FARMACIA,1.80E-07,-1.02E-06
FARMACIAS SALUDABLES,1.80E-07,-1.02E-06
FARMACIAS DEL AHORRO,1.80E-07,-1.02E-06
FARMACIA SIMILAR,1.80E-07,-1.02E-06
DISTRIBUIDORA DE MEDICAMENTOS LA LOMA,1.80E-07,-1.02E-06
FARMACIA MURO,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.80E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 27,1.80E-07,-1.02E-06
FARMACIA GUADALUPANA,1.80E-07,-1.02E-06
FARMACIA MARY,1.80E-07,-1.02E-06
FARMACIA VIDA SALUD,1.80E-07,-1.02E-06
FC2204 FARMACIAS SIMILARES PLAYA 5,1.80E-07,-1.02E-06
FARMACIA NOVEDADES NAYELI,1.80E-07,-1.02E-06
SUPER FARMACIA,1.80E-07,-1.02E-06
FARMACIA DERMATOLOGICA,1.97E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 105,1.97E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.10E-07,-1.02E-06
FARMACIAS BENAVIDES SUC NI�O OBRERO JAL,2.10E-07,-1.02E-06
GDL BEEF,2.10E-07,-1.02E-06
FARMACIA CAMARENA,2.10E-07,-1.02E-06
FARMACIAS BENAVIDES SUC GUADALUPE JAL,2.10E-07,-1.02E-06
UNIDAD MEDICA DE ESPECIALIDADES,2.10E-07,-1.02E-06
FARMACIAS DE SIMILARES PUERTO VALLARTA 19,2.10E-07,-1.02E-06
FARMACIAS YZA SUC 1G93 MISION LAS FLORES II,2.10E-07,-1.02E-06
FARMACIA Y CONSULTORIO FERELY,2.10E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.10E-07,-1.02E-06
FARMACIA SIN NOMBRE,2.30E-07,-1.02E-06
FARMACIA DE GENERICOS,2.02E-07,-1.02E-06
FARMACIA DEL ANGEL,2.02E-07,-1.02E-06
FARMACIA DEL BAZAR PYA 28 DE JULIO,2.10E-07,-1.02E-06
FARMACIA SIMILARES,2.02E-07,-1.02E-06
FARMACIA GARIBALDI,2.10E-07,-1.02E-06
FARMACIAS SIMILARES,2.30E-07,-1.02E-06
ENERGY FITNESS,2.30E-07,-1.02E-06
FARMACIAS YZA SUC 1G92 PLAYA 115,2.31E-07,-1.02E-06
BOTICA SAGRADO CORAZON,2.31E-07,-1.02E-06
FARMACIAS FAMILIARES,2.04E-07,-1.02E-06
FARMACIAS ESPERANZA,2.04E-07,-1.02E-06
FARMACIA SIMILARES,2.04E-07,-1.02E-06
FARMACIAS MEDIK,2.05E-07,-1.02E-06
FARMACIAS SIMILARES,2.04E-07,-1.02E-06
FARMACIAS GUADALAJARA,2.04E-07,-1.02E-06
FARMACIA GALENO,2.04E-07,-1.02E-06
FARMACIA SIMILARES,2.04E-07,-1.02E-06
FARMACIA MARTINEZ,2.04E-07,-1.02E-06
FARMACIA MEDICA,2.04E-07,-1.02E-06
FARMACIA GENERICOS,2.04E-07,-1.02E-06
FARMACIAS MEDISIM,2.04E-07,-1.02E-06
FARMACIAS MEDISIM,1.94E-07,-1.02E-06
FARMACIAS YZA SUC 1E02_1 YZA PLAYA NUEVA CREACION II,1.94E-07,-1.02E-06
FARMACIAAS MEDISIM,1.94E-07,-1.02E-06
FARMACIA MI FARMACITA,2.04E-07,-1.02E-06
FARMACIA LOS PINOS,1.94E-07,-1.02E-06
SEMILLANA TIENDA SALUDABLE,2.04E-07,-1.02E-06
CLUB DE NUTRICION,1.94E-07,-1.02E-06
FARMACIA CORAZON,1.94E-07,-1.02E-06
FARMACIA GENERICOS,2.04E-07,-1.02E-06
OFICINAS ADMINISTRATIVAS FARMACIAS DEL PUEBLO,1.94E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDJS JARDINES DE CHAPALITA SUC. 2158,1.94E-07,-1.02E-06
FARMACIA ADYS,1.94E-07,-1.02E-06
FARMACIA SIMILARES,1.94E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.94E-07,-1.02E-06
FARMACIA DE GENERICOS IH MEDICS,2.04E-07,-1.02E-06
FARMACIAS BENAVIDES SUC TCHAIKCOVSKI JAL,1.97E-07,-1.02E-06
BODEGA DE PRODUCTOSFUNCIONALES NATURALES,1.94E-07,-1.02E-06
FARMACIA IZA,1.94E-07,-1.02E-06
FARMACIA DEL SEGURO POPULAR,1.94E-07,-1.02E-06
FARMACIA DEL CARMEN,1.94E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.94E-07,-1.02E-06
FARMACIAS DE SIMILARES TALA 3,1.94E-07,-1.02E-06
FARMACIAS YZA SUC 1G66 MUNDO HABITATT,1.94E-07,-1.02E-06
703544 FARMACIAS SIMILARES PLAYA 22,1.94E-07,-1.02E-06
FARMACIA COELI,2.04E-07,-1.02E-06
FARMACIA SIMILARES SIN NOMBRE,1.97E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.94E-07,-1.02E-06
FARMACIA ZALATITAN,1.94E-07,-1.02E-06
FARMACIAS FAMILIARES,1.94E-07,-1.02E-06
FARMACIA DE GENERICOS,1.94E-07,-1.02E-06
FARMACIAS MEDISIM,2.04E-07,-1.02E-06
FARMACIAS SIMILARES,1.97E-07,-1.02E-06
FARMACIAS PV GALERIAS VALLARTA,1.94E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.94E-07,-1.02E-06
FARMACIAS MEDISIM,1.94E-07,-1.02E-06
FARMACIAS MEDISIM,1.94E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.94E-07,-1.02E-06
FARMACIAS SIMILARES,1.94E-07,-1.02E-06
FARMACIA DE MEDICAMENTO SIMILAR LEON,2.04E-07,-1.02E-06
FARMACIA FRESNO,1.94E-07,-1.02E-06
FARMACIA GUADALAJARA,1.94E-07,-1.02E-06
FARMACIAS MEDISIM,1.94E-07,-1.02E-06
FARMACIAS BENAVIDES SUC ABASTOS JAL,1.94E-07,-1.02E-06
FARMASALUD,1.94E-07,-1.02E-06
FARMACIA NUESTRA SE�ORA DEL FAVOR,1.97E-07,-1.02E-06
FARMACIA JIMENEZ,1.97E-07,-1.02E-06
FARMACIAS BENAVIDES SUC FRESNO JAL,1.98E-07,-1.02E-06
FARMACIA SOL,1.98E-07,-1.02E-06
FARMACIA DE PEDRO,1.98E-07,-1.02E-06
FARMACIAS DE SIMILARES GUADALAJARA 55,1.98E-07,-1.02E-06
FARMACIAS SIMILARES,1.98E-07,-1.02E-06
FARMACIA LIZETTE,1.98E-07,-1.02E-06
FARMACIA GUADALUPANA,1.98E-07,-1.02E-06
TONALTECA II,1.98E-07,-1.02E-06
FARMACIAS MEDISIM,1.98E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.98E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.98E-07,-1.02E-06
FARMACIA DE GENERICOS SI NOMBRE,1.98E-07,-1.02E-06
FARMACIAS YZA SUC 1E26 YZA PLAYA MISION DE LAS FLORES,1.98E-07,-1.02E-06
DESCUENTO,1.98E-07,-1.02E-06
OFICINAS DE FARMACIAS MEDISIM,1.89E-07,-1.02E-06
FARMACIAS YZA SUC 1E15 YZA PLAYA ISLA BERMUDAS,1.98E-07,-1.02E-06
FARMACIAS YZA SUC 1E21 YZA PLAYA HOSPITAL GENERAL,2.17E-07,-1.02E-06
BIANCORE LAB,2.17E-07,-1.02E-06
FARMACIA GENERICOS PARA TU SALUD,2.17E-07,-1.02E-06
FARMACIA RAMIREZ,2.17E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.89E-07,-1.02E-06
FARMACIA PATY,2.17E-07,-1.02E-06
FARMACIAS YZA,2.17E-07,-1.02E-06
HOMEOPATIA,1.89E-07,-1.02E-06
FARMACIA DE LA LUZ,1.89E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.95E-07,-1.02E-06
FARMACIAS SIMILARES,1.95E-07,-1.02E-06
FARMACIAS YZA SUC 1E01 YZA PLAYA NICTE-HA,1.98E-07,-1.02E-06
FARMACIA GI,1.90E-07,-1.02E-06
FARMACIA SIN NOMBRE,1.90E-07,-1.02E-06
FARMACIA GIOMEDIC,1.90E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.90E-07,-1.02E-06
FARMACIA GENERIX,1.90E-07,-1.02E-06
FARMACIA SIN NOMBRE,1.90E-07,-1.02E-06
FARMACIA SANTA MONICA,1.90E-07,-1.02E-06
FARMACIA SIMILARES,1.90E-07,-1.02E-06
FARMACIAS SIMILARES 72182,1.90E-07,-1.02E-06
FARMACIAS BENAVIDES SUC CORDILLERAS JAL,1.90E-07,-1.02E-06
FARMACIAS DE SIMILARES PUERTO VALLARTA 11,1.90E-07,-1.02E-06
HIERBERIA EL TRIUNFO,1.90E-07,-1.02E-06
FARMACIAS MDC,1.90E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDFR FRAY ANTONIO DE SEGOVIA,1.90E-07,-1.02E-06
BRUDIFARMA,1.90E-07,-1.02E-06
FARMACIAS DEL AHORRO JAL GDTP GUADALAJARA TEPEYAC,1.90E-07,-1.02E-06
FARMACIA ADC,1.90E-07,-1.02E-06
FARMACIA,1.98E-07,-1.02E-06
FARMACIA GI,1.98E-07,-1.02E-06
FARMACIA EL FRESNO,1.90E-07,-1.02E-06
CLUB DE NUTRICION,1.90E-07,-1.02E-06
FARMACIA MEDISIM,1.94E-07,-1.02E-06
FARMACIAS GUADALAJARA,1.90E-07,-1.02E-06
FARMACIAS BENAVIDES SUC CENTRO CITY VALLARTA JAL,1.90E-07,-1.02E-06
FARMACIAS GI TU EXPERTO EN GENERICOS,1.90E-07,-1.02E-06
